FROM,TO,TEXT,START_TIME,END_TIME,NUM,COMMENT,cleaned_text,normalized_text
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX BOSTON,3769.75,3771.45,L02F1-0593,,northwest eighteen seventy six boston,northwest xxxx xxxx xxx boston
F1-2,AAL94,AMERICAN NINETY FOUR HEAVY CONTACT THE TOWER ONE ONE NINER POINT ONE,3781.59,3784.16,L02F1-0594,,american ninety four heavy contact the tower one one niner point one,american xxxx xxxx heavy contact the tower xxx xxx niner point xxx
AAL94,F1-2,AMERICAN NINETY FOUR HEAVY SO LONG,3784.4,3785.93,L02F1-0595,,american ninety four heavy so long,american xxxx xxxx heavy so long
F1-2,COA620,CONTINENTAL SIX TWENTY REDUCE SPEED TO ONE SEVEN ZERO TURN RIGHT HEADING     TWO FIVE ZERO INTERCEPT THE LOCALIZER,3787.21,3791.38,L02F1-0596,,continental six twenty reduce speed to one seven zero turn right heading two five zero intercept the localizer,continental xxx xxxx reduce speed to xxx xxxx xxxx turn right heading xxx xxxx xxxx intercept the localizer
COA620,F1-2,SIX TWENTY,3791.4,3792.25,L02F1-0597,,six twenty,xxx xxxx
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX BOSTON,3796.06,3797.89,L02F1-0598,,northwest eighteen seventy six boston,northwest xxxx xxxx xxx boston
NWA1876,F1-2,NORTHWEST EIGHTEEN SEVENTY SIX AT FIVE THOUSAND REDUCING,3798.11,3800.98,L02F1-0599,,northwest eighteen seventy six at five thousand reducing,northwest xxxx xxxx xxx at xxxx xxxx reducing
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX REDUCE SPEED TO ONE SEVEN ZERO,3801.09,3803.38,L02F1-0600,,northwest eighteen seventy six reduce speed to one seven zero,northwest xxxx xxxx xxx reduce speed to xxx xxxx xxxx
NWA1876,F1-2,ONE SEVENTY,3803.4,3804.53,L02F1-0601,,one seventy,xxx xxxx
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX TURN LEFT HEADING TWO NINER ZERO,3824.3,3826.81,L02F1-0602,,northwest eighteen seventy six turn left heading two niner zero,northwest xxxx xxxx xxx turn left heading xxx niner xxxx
NWA1876,F1-2,TWO NINETY NORTHWEST EIGHT SEVENTY SIX,3826.94,3828.86,L02F1-0603,PILOT MISSTATES AIRCRAFT I D,two ninety northwest eight seventy six,xxx xxxx northwest xxxx xxxx xxx
F1-2,COA620,CONTINENTAL SIX TWENTY THREE FROM LONER CROSS LONER THREE OR ABOVE     CLEARED I L S D M E RUNWAY TWO SEVEN APPROACH MAINTAIN ONE SEVEN ZERO KNOTS     UNTIL RIPIT,3829.74,3835.98,L02F1-0604,,continental six twenty three from loner cross loner three or above cleared i l s d m e runway two seven approach maintain one seven zero knots until ripit,continental xxx xxxx xxxx from loner cross loner xxxx or above cleared i l s d m e runway xxx xxxx approach maintain xxx xxxx xxxx knots until ripit
COA620,F1-2,SIX TWENTY,3836.41,3837.23,L02F1-0605,,six twenty,xxx xxxx
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX TURN LEFT HEADING TWO SEVEN ZERO DESCEND     AND MAINTAIN FOUR THOUSAND,3850.46,3854.73,L02F1-0606,,northwest eighteen seventy six turn left heading two seven zero descend and maintain four thousand,northwest xxxx xxxx xxx turn left heading xxx xxxx xxxx descend and maintain xxxx xxxx
NWA1876,F1-2,TWO SEVENTY DOWN TO FOUR NORTHWEST EIGHTEEN SEVENTY SIX,3855.2,3857.56,L02F1-0607,,two seventy down to four northwest eighteen seventy six,xxx xxxx down to xxxx northwest xxxx xxxx xxx
F1-2,COA620,CONTINENTAL SIX TWENTY TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL HOLD     SHORT OF YOUR RUNWAY,3866.73,3870.14,L02F1-0608,,continental six twenty traffic landing runway two two left will hold short of your runway,continental xxx xxxx traffic landing runway xxx xxx left will hold short of your runway
COA620,F1-2,THANK YOU,3870.42,3871.18,L02F1-0609,,thank you,thank you
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX CONTINUE LEFT HEADING TWO FIVE ZERO AND     INTERCEPT THE LOCALIZER,3872.67,3876.04,L02F1-0610,,northwest eighteen seventy six continue left heading two five zero and intercept the localizer,northwest xxxx xxxx xxx continue left heading xxx xxxx xxxx and intercept the localizer
NWA1876,F1-2,TWO FIFTY TO INTERCEPT NORTHWEST EIGHTEEN SEVENTY SIX,3876.74,3879.0,L02F1-0611,,two fifty to intercept northwest eighteen seventy six,xxx xxxx to intercept northwest xxxx xxxx xxx
F1-2,PAA538,CLIPPER FIVE THIRTY EIGHT TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL HOLD     SHORT OF YOUR RUNWAY,3879.09,3882.37,L02F1-0612,,clipper five thirty eight traffic landing runway two two left will hold short of your runway,clipper xxxx xxxx xxxx traffic landing runway xxx xxx left will hold short of your runway
PAA538,F1-2,FIVE THIRTY EIGHT,3882.79,3883.59,L02F1-0613,,five thirty eight,xxxx xxxx xxxx
USA2058,F1-2,(UNINTELLIGIBLE,3884.37,3887.02,L02F1-0614,,unintelligible,unintelligible
F1-2,USA2058,U S AIR TWENTY FIFTY EIGHT REDUCE SPEED TO ONE SEVEN ZERO,3887.0,3889.28,L02F1-0615,,u s air twenty fifty eight reduce speed to one seven zero,u s air xxxx xxxx xxxx reduce speed to xxx xxxx xxxx
USA2058,F1-2,ONE SEVEN ZERO ROGER,3889.49,3890.79,L02F1-0616,,one seven zero roger,xxx xxxx xxxx roger
F1-2,PAA538,CLIPPER FIVE THIRTY EIGHT VERIFY SPEED ONE SEVEN ZERO,3891.9,3894.25,L02F1-0617,,clipper five thirty eight verify speed one seven zero,clipper xxxx xxxx xxxx verify speed xxx xxxx xxxx
PAA538,F1-2,THAT (QUOTE S,3894.31,3895.86,L02F1-0618,,that quote s,that quote s
F1-2,PAA538,THANK YOU,3896.02,3896.48,L02F1-0619,,thank you,thank you
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX DESCEND AND MAINTAIN THREE THOUSAND,3913.76,3916.15,L02F1-0620,,northwest eighteen seventy six descend and maintain three thousand,northwest xxxx xxxx xxx descend and maintain xxxx xxxx
NWA1876,F1-2,THREE THOUSAND NORTHWEST EIGHTEEN SEVENTY SIX,3916.46,3918.43,L02F1-0621,,three thousand northwest eighteen seventy six,xxxx xxxx northwest xxxx xxxx xxx
F1-2,COA620,CONTINENTAL SIX TWENTY REDUCE SPEED TO ONE FIVE ZERO,3918.87,3921.1,L02F1-0622,,continental six twenty reduce speed to one five zero,continental xxx xxxx reduce speed to xxx xxxx xxxx
COA620,F1-2,SIX TWENTY,3922.73,3923.61,L02F1-0623,,six twenty,xxx xxxx
F1-2,PAA538,CLIPPER FIVE THIRTY EIGHT CONTACT TOWER ONE ONE NINER POINT ONE,3924.88,3927.25,L02F1-0624,,clipper five thirty eight contact tower one one niner point one,clipper xxxx xxxx xxxx contact tower xxx xxx niner point xxx
PAA538,F1-2,GOOD DAY,3927.32,3928.0,L02F1-0625,,good day,good day
F1-2,USA2058,U S AIR TWENTY FIFTY EIGHT DESCEND AND MAINTAIN FOUR THOUSAND,3935.08,3937.27,L02F1-0626,,u s air twenty fifty eight descend and maintain four thousand,u s air xxxx xxxx xxxx descend and maintain xxxx xxxx
USA2058,F1-2,FIVE FOR FOUR TWENTY FIFTY EIGHT,3937.52,3939.23,L02F1-0627,,five for four twenty fifty eight,xxxx for xxxx xxxx xxxx xxxx
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX FOUR FROM LONER CROSS LONER THREE OR ABOVE     CLEARED I L S D M E TWO SEVEN APPROACH SPEED ONE SEVEN ZERO TO RIPIT,3940.35,3946.02,L02F1-0628,,northwest eighteen seventy six four from loner cross loner three or above cleared i l s d m e two seven approach speed one seven zero to ripit,northwest xxxx xxxx xxx xxxx from loner cross loner xxxx or above cleared i l s d m e xxx xxxx approach speed xxx xxxx xxxx to ripit
NWA1876,F1-2,CLEARED FOR THE APPROACH WILL COMPLY WITH THE RESTRICTIONS NORTHWEST     EIGHTEEN SEVENTY SIX,3946.75,3949.96,L02F1-0629,,cleared for the approach will comply with the restrictions northwest eighteen seventy six,cleared for the approach will comply with the restrictions northwest xxxx xxxx xxx
F1-2,USA2058,U S AIR TWENTY FIFTY EIGHT TURN LEFT HEADING THREE ZERO ZERO INTERCEPT     THE TWO SEVEN LOCALIZER,3952.7,3956.38,L02F1-0630,,u s air twenty fifty eight turn left heading three zero zero intercept the two seven localizer,u s air xxxx xxxx xxxx turn left heading xxxx xxxx xxxx intercept the xxx xxxx localizer
USA2058,F1-2,THREE ZERO ZERO ON COURSE TWENTY FIFTY EIGHT,3956.3,3958.58,L02F1-0631,,three zero zero on course twenty fifty eight,xxxx xxxx xxxx on course xxxx xxxx xxxx
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX TRAFFIC LANDING RUNWAY TWO TWO LEFT     HOLDING SHORT OF YOUR RUNWAY,3979.66,3983.46,L02F1-0632,,northwest eighteen seventy six traffic landing runway two two left holding short of your runway,northwest xxxx xxxx xxx traffic landing runway xxx xxx left holding short of your runway
NWA1876,F1-2,O K,3983.75,3984.56,L02F1-0633,,o k,o k
F1-2,COA620,CONTINENTAL SIX TWENTY CONTACT THE TOWER ONE ONE NINER POINT ONE SO LONG,3985.23,3987.94,L02F1-0634,,continental six twenty contact the tower one one niner point one so long,continental xxx xxxx contact the tower xxx xxx niner point xxx so long
COA620,F1-2,SIX TWENTY GOOD DAY,3988.21,3989.22,L02F1-0635,,six twenty good day,xxx xxxx good day
F1-2,USA2058,U S AIR TWENTY FIFTY EIGHT IS FOUR AND A HALF FROM LONER CROSS LONER AT     OR ABOVE THREE THOUSAND CLEARED I L S D M E RUNWAY TWENTY SEVEN APPROACH     NEED ONE SEVEN ZERO TO RIPIT,4012.48,4019.48,L02F1-0636,,u s air twenty fifty eight is four and a half from loner cross loner at or above three thousand cleared i l s d m e runway twenty seven approach need one seven zero to ripit,u s air xxxx xxxx xxxx is xxxx and a half from loner cross loner at or above xxxx xxxx cleared i l s d m e runway xxxx xxxx approach need xxx xxxx xxxx to ripit
USA2058,F1-2,CLEARED THE APPROACH U S AIR TWENTY FIFTY EIGHT,4019.94,4021.61,L02F1-0637,,cleared the approach u s air twenty fifty eight,cleared the approach u s air xxxx xxxx xxxx
F1-2,USA2058,U S AIR TWENTY FIFTY EIGHT TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL BE     HOLDING SHORT OF YOUR RUNWAY AFTER YOUR ARRIVAL THERE WILL BE A FULL LENGTH     ARRIVAL ON RUNWAY TWO TWO LEFT,4064.6,4072.18,L02F1-0638,,u s air twenty fifty eight traffic landing runway two two left will be holding short of your runway after your arrival there will be a full length arrival on runway two two left,u s air xxxx xxxx xxxx traffic landing runway xxx xxx left will be holding short of your runway after your arrival there will be a full length arrival on runway xxx xxx left
USA2058,F1-2,ROGER THANK YOU SIR,4072.49,4073.45,L02F1-0639,,roger thank you sir,roger thank you sir
F1-2,NWA1876,NORTHWEST EIGHTEEN SEVENTY SIX CONTACT THE TOWER ONE ONE NINER POINT ONE     GOOD DAY,4108.11,4111.59,L02F1-0640,,northwest eighteen seventy six contact the tower one one niner point one good day,northwest xxxx xxxx xxx contact the tower xxx xxx niner point xxx good day
NWA1876,F1-2,NINETEEN ONE GOOD DAY,4111.95,4113.22,L02F1-0641,,nineteen one good day,xxxx xxx good day
F1-2,USA2058,U S AIR TWENTY FIFTY EIGHT CONTACT THE TOWER ONE ONE NINER POINT ONE SO     LONG,4174.91,4177.93,L02F1-0642,,u s air twenty fifty eight contact the tower one one niner point one so long,u s air xxxx xxxx xxxx contact the tower xxx xxx niner point xxx so long
USA2058,F1-2,YOU HAVE A NICE DAY SIR,4177.95,4179.14,L02F1-0643,,you have a nice day sir,you have a nice day sir
COA358,F1-2,BOSTON CONTINENTAL THREE FIFTY EIGHT AH LEVELING AT FIVE THOUSAND HEADING     ZERO TWO ZERO,4274.06,4279.32,L02F1-0644,,boston continental three fifty eight ah leveling at five thousand heading zero two zero,boston continental xxxx xxxx xxxx ah leveling at xxxx xxxx heading xxxx xxx xxxx
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT BOSTON APPROACH ROGER THANK YOU,4279.94,4282.39,L02F1-0645,,continental three fifty eight boston approach roger thank you,continental xxxx xxxx xxxx boston approach roger thank you
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT TURN LEFT HEADING THREE FIVE ZERO,4363.29,4365.7,L02F1-0646,,continental three fifty eight turn left heading three five zero,continental xxxx xxxx xxxx turn left heading xxxx xxxx xxxx
COA358,F1-2,THREE FIVE ZERO CONTINENTAL THREE FIFTY EIGHT,4366.09,4368.58,L02F1-0647,,three five zero continental three fifty eight,xxxx xxxx xxxx continental xxxx xxxx xxxx
SHR135,F1-2,AH BOSTON SHAMROCK ONE THIRTY FIVE IS WITH YOU OUT OF AH NINE FOR SIX AND     WE (QUOTE RE,4390.42,4395.99,L02F1-0648,,ah boston shamrock one thirty five is with you out of ah nine for six and we quote re,ah boston shamrock xxx xxxx xxxx is with you out of ah xxxx for xxx and we quote re
F1-2,SHR135,SHAMROCK ONE THIRTY FIVE HEAVY BOSTON APPROACH ROGER FLY HEADING TWO SIX     ZERO MAINTAIN FOUR THOUSAND INTERCEPT THE LOCALIZER OFF THE TWO SIXTY     HEADING,4396.29,4402.06,L02F1-0649,,shamrock one thirty five heavy boston approach roger fly heading two six zero maintain four thousand intercept the localizer off the two sixty heading,shamrock xxx xxxx xxxx heavy boston approach roger fly heading xxx xxx xxxx maintain xxxx xxxx intercept the localizer off the xxx xxxx heading
SHR135,F1-2,O K TWO SIXTY NOW AND DOWN TO FOUR THOUSAND SHAMROCK ONE THIRTY FIVE,4402.07,4405.99,L02F1-0650,,o k two sixty now and down to four thousand shamrock one thirty five,o k xxx xxxx now and down to xxxx xxxx shamrock xxx xxxx xxxx
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT DESCEND AND MAINTAIN THREE THOUSAND,4409.85,4412.17,L02F1-0651,,continental three fifty eight descend and maintain three thousand,continental xxxx xxxx xxxx descend and maintain xxxx xxxx
COA358,F1-2,DOWN TO THREE THOUSAND AH CONTINENTAL THREE FIFTY EIGHT,4412.66,4415.64,L02F1-0652,,down to three thousand ah continental three fifty eight,down to xxxx xxxx ah continental xxxx xxxx xxxx
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT TURN LEFT HEADING THREE ZERO ZERO FIVE FROM     LONER CROSS LONER AT OR ABOVE THREE THOUSAND CLEARED I L S D M E RUNWAY TWO     SEVEN APPROACH,4457.47,4463.81,L02F1-0653,,continental three fifty eight turn left heading three zero zero five from loner cross loner at or above three thousand cleared i l s d m e runway two seven approach,continental xxxx xxxx xxxx turn left heading xxxx xxxx xxxx xxxx from loner cross loner at or above xxxx xxxx cleared i l s d m e runway xxx xxxx approach
COA358,F1-2,AH THREE THIRTY LONER AT OR ABOVE THREE CLEARED I L S AH D M E TWO SEVEN     AH CONTINENTAL THREE FIFTY EIGHT,4464.83,4472.07,L02F1-0654,,ah three thirty loner at or above three cleared i l s ah d m e two seven ah continental three fifty eight,ah xxxx xxxx loner at or above xxxx cleared i l s ah d m e xxx xxxx ah continental xxxx xxxx xxxx
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT INTERCEPT HEADING IS THREE ZERO ZERO THREE     HUNDRED DEGREES,4472.08,4475.02,L02F1-0655,,continental three fifty eight intercept heading is three zero zero three hundred degrees,continental xxxx xxxx xxxx intercept heading is xxxx xxxx xxxx xxxx xxxx degrees
COA358,F1-2,THREE HUNDRED TO INTERCEPT CONTINENTAL THREE FIFTY EIGHT,4475.83,4478.05,L02F1-0656,,three hundred to intercept continental three fifty eight,xxxx xxxx to intercept continental xxxx xxxx xxxx
SHR135,F1-2,SHAMROCK ONE THIRTY FIVE IS ESTABLISHED ON THE LOCALIZER,4480.78,4483.17,L02F1-0657,,shamrock one thirty five is established on the localizer,shamrock xxx xxxx xxxx is established on the localizer
F1-2,SHR135,SHAMROCK ONE THIRTY FIVE HEAVY THANK YOU,4483.23,4484.8,L02F1-0658,,shamrock one thirty five heavy thank you,shamrock xxx xxxx xxxx heavy thank you
PAA796,F1-2,CLIPPER SEVEN NINETY SIX OUT OF SIX FOR FIVE,4512.23,4515.06,L02F1-0659,,clipper seven ninety six out of six for five,clipper xxxx xxxx xxx out of xxx for xxxx
F1-2,PAA796,CLIPPER SEVEN NINETY SIX BOSTON APPROACH ROGER FLY HEADING ZERO ONE ZERO,4515.13,4518.34,L02F1-0660,,clipper seven ninety six boston approach roger fly heading zero one zero,clipper xxxx xxxx xxx boston approach roger fly heading xxxx xxx xxxx
PAA796,F1-2,ZERO ONE ZERO SEVEN NINETY SIX,4518.78,4520.38,L02F1-0661,,zero one zero seven ninety six,xxxx xxx xxxx xxxx xxxx xxx
GAA463,F1-2,BOSTON APPROACH GOOD AFTERNOON TO YOU BIZEX FOUR SIXTY THREE FOUR     THOUSAND,4523.49,4527.3,L02F1-0662,,boston approach good afternoon to you bizex four sixty three four thousand,boston approach good afternoon to you bizex xxxx xxxx xxxx xxxx xxxx
F1-2,GAA463,BIZEX FOUR SIXTY THREE BOSTON APPROACH FLY HEADING ZERO ONE ZERO,4527.81,4530.4,L02F1-0663,,bizex four sixty three boston approach fly heading zero one zero,bizex xxxx xxxx xxxx boston approach fly heading xxxx xxx xxxx
GAA463,F1-2,ZERO ONE ZERO FOUR SIXTY THREE,4530.64,4532.25,L02F1-0664,,zero one zero four sixty three,xxxx xxx xxxx xxxx xxxx xxxx
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT TRAFFIC LANDING ON RUNWAY TWO TWO LEFT WILL     BE HOLDING SHORT OF YOUR RUNWAY MAINTAIN NO LESS THAN ONE SEVEN ZERO KNOTS     UNTIL RIPIT,4534.85,4540.87,L02F1-0665,,continental three fifty eight traffic landing on runway two two left will be holding short of your runway maintain no less than one seven zero knots until ripit,continental xxxx xxxx xxxx traffic landing on runway xxx xxx left will be holding short of your runway maintain no less than xxx xxxx xxxx knots until ripit
COA358,F1-2,AH ONE SEVENTY TO RIPIT AH CONTINENTAL THREE FIFTY EIGHT ROGER,4542.06,4545.93,L02F1-0666,,ah one seventy to ripit ah continental three fifty eight roger,ah xxx xxxx to ripit ah continental xxxx xxxx xxxx roger
F1-2,SHR135,SHAMROCK ONE THIRTY FIVE HEAVY IS SIX MILES FROM AH LONER CROSS LONER AT     THREE THOUSAND OR ABOVE CLEARED I L S D M E RUNWAY TWO SEVEN APPROACH AND     REDUCE SPEED TO TWO ONE ZERO,4546.42,4555.23,L02F1-0667,,shamrock one thirty five heavy is six miles from ah loner cross loner at three thousand or above cleared i l s d m e runway two seven approach and reduce speed to two one zero,shamrock xxx xxxx xxxx heavy is xxx miles from ah loner cross loner at xxxx xxxx or above cleared i l s d m e runway xxx xxxx approach and reduce speed to xxx xxx xxxx
SHR135,F1-2,O K WE (QUOTE LL,4555.54,4559.56,L02F1-0668,,o k we quote ll,o k we quote ll
AAL166,F1-2,APPROACH AMERICAN ONE SIXTY SIX WITH YOU LEVELING SIX THOUSAND WITH LIMA,4577.16,4580.74,L02F1-0669,,approach american one sixty six with you leveling six thousand with lima,approach american xxx xxxx xxx with you leveling xxx xxxx with lima
F1-2,AAL166,AMERICAN ONE SIXTY SIX BOSTON APPROACH ROGER FLY HEADING ONE ZERO ZERO     MAINTAIN TWO ONE ZERO KNOTS,4580.83,4585.29,L02F1-0670,,american one sixty six boston approach roger fly heading one zero zero maintain two one zero knots,american xxx xxxx xxx boston approach roger fly heading xxx xxxx xxxx maintain xxx xxx xxxx knots
AAL166,F1-2,K HEADING ONE ONE ZERO AND TWO HUNDRED AND TEN KNOTS AMERICAN ONE SIXTY     SIX,4585.51,4589.71,L02F1-0671,,k heading one one zero and two hundred and ten knots american one sixty six,k heading xxx xxx xxxx and xxx xxxx and xxx knots american xxx xxxx xxx
F1-2,COA358,CONTINENTAL THREE FIFTY EIGHT CONTACT TOWER ONE ONE NINER POINT ONE SO     LONG,4590.38,4593.33,L02F1-0672,,continental three fifty eight contact tower one one niner point one so long,continental xxxx xxxx xxxx contact tower xxx xxx niner point xxx so long
COA358,F1-2,CONTINENTAL THREE FIFTY EIGHT SO LONG,4593.47,4595.32,L02F1-0673,,continental three fifty eight so long,continental xxxx xxxx xxxx so long
AAL166,F1-2,APPROACH AMERICAN ONE SIXTY SIX,4607.8,4609.65,L02F1-0674,,approach american one sixty six,approach american xxx xxxx xxx
F1-2,AAL166,AMERICAN ONE SIXTY SIX BOSTON,4609.61,4611.04,L02F1-0675,,american one sixty six boston,american xxx xxxx xxx boston
AAL166,F1-2,SIR WHAT RUNWAY CAN WE EXPECT,4611.22,4613.29,L02F1-0676,,sir what runway can we expect,sir what runway can we expect
F1-2,AAL166,AMERICAN ONE SIXTY SIX I L S D M E RUNWAY TWO SEVEN APPROACH,4613.37,4616.38,L02F1-0677,,american one sixty six i l s d m e runway two seven approach,american xxx xxxx xxx i l s d m e runway xxx xxxx approach
AAL166,F1-2,AMERICAN ONE SIXTY SIX ROGER,4616.77,4618.61,L02F1-0678,,american one sixty six roger,american xxx xxxx xxx roger
F1-2,GAA463,BIZEX FOUR SIXTY THREE TURN LEFT HEADING THREE FIVE ZERO,4641.79,4644.48,L02F1-0679,,bizex four sixty three turn left heading three five zero,bizex xxxx xxxx xxxx turn left heading xxxx xxxx xxxx
GAA463,F1-2,LEFT TO THREE FIVE ZERO BIZEX FOUR SIXTY THREE,4644.51,4647.02,L02F1-0680,,left to three five zero bizex four sixty three,left to xxxx xxxx xxxx bizex xxxx xxxx xxxx
F1-2,AAL166,AMERICAN ONE SIXTY SIX FLY HEADING ONE TWO ZERO,4660.07,4661.99,L02F1-0681,,american one sixty six fly heading one two zero,american xxx xxxx xxx fly heading xxx xxx xxxx
